Dicofre,services,lines
"110501",8.94241508646122,"CarrisMetropolitana 1623, CarrisMetropolitana 1625, CarrisMetropolitana 1627, CarrisMetropolitana 1629, MobiCascais 8, MobiCascais 22, MobiCascais 2, MobiCascais 13"
"110506",14.5103644594655,"CarrisMetropolitana 1608, CarrisMetropolitana 1614, CarrisMetropolitana 1622, CarrisMetropolitana 1638, CarrisMetropolitana 1610, MobiCascais 22, MobiCascais 36, MobiCascais 35"
"110507",16.3136736815021,"CarrisMetropolitana 1604, CarrisMetropolitana 1608, CarrisMetropolitana 1614, CarrisMetropolitana 1622, CarrisMetropolitana 1638, CarrisMetropolitana 1601, CP Linha de Cascais, MobiCascais 22, MobiCascais 36, MobiCascais 35"
"110508",8.00222283967769,"CarrisMetropolitana 1623, CarrisMetropolitana 1625, CarrisMetropolitana 1629, CP Linha de Cascais, MobiCascais 8, MobiCascais 2, MobiCascais 13"
"110601",20.6396212343037,"Carris 714, Carris 727, Carris 729, Carris 742, Carris 748, Carris 760, Carris 203, CarrisMetropolitana 1741, CarrisMetropolitana 1716"
"110602",70.9393870064242,"Carris 711, Carris 714, Carris 729, Carris 751, Carris 742, Carris 713, Carris 720, Carris 753, Carris 748, Carris 760, Carris 756, Carris 724, Carris 712, Carris 728, Carris 201, Carris 203, Carris 15E, CarrisMetropolitana 1741, CarrisMetropolitana 3701, CarrisMetropolitana 3706, CarrisMetropolitana 3708, CarrisMetropolitana 3717, CarrisMetropolitana 3721, CarrisMetropolitana 1716, CarrisMetropolitana 4725, CarrisMetropolitana 4730, CP Linha de Cascais, Fertagus"
"110607",33.1660310582209,"Carris 742, Carris 794, Carris 720, Carris 759, Carris 793, Carris 728, Carris 203, Carris 208, Carris 210"
"110608",64.7488997786953,"Carris 711, Carris 714, Carris 729, Carris 750, Carris 746, Carris 758, Carris 716, Carris 703, Carris 764, Carris 748, Carris 724, Carris 778, Carris 763, Carris 202, CarrisMetropolitana 1720, CarrisMetropolitana 1715, CarrisMetropolitana 1740, CarrisMetropolitana 2811, CarrisMetropolitana 2813, CarrisMetropolitana 2817, CarrisMetropolitana 2818, CarrisMetropolitana 2830, CarrisMetropolitana 1716, CarrisMetropolitana 1717, CarrisMetropolitana 1721, CarrisMetropolitana 1706, CarrisMetropolitana 1707, CarrisMetropolitana 1709, CP Linha de Sintra"
"110610",63.5751470734164,"Carris 746, Carris 751, Carris 768, Carris 742, Carris 726, Carris 755, Carris 713, Carris 701, Carris 702, Carris 758, Carris 716, Carris 748, Carris 756, Carris 712, Carris 731, Carris 783, Carris 202, Carris 203, CarrisMetropolitana 1740, CarrisMetropolitana 1741, CarrisMetropolitana 3706, CarrisMetropolitana 3717, CarrisMetropolitana 3721, CarrisMetropolitana 1716, CarrisMetropolitana 4725, CarrisMetropolitana 4730, CP Linha de Sintra, CP Linha da Azambuja, Fertagus"
"110611",39.6040561208048,"Carris 729, Carris 750, Carris 768, Carris 726, Carris 703, Carris 764, Carris 724, Carris 778, Carris 763, Carris 202, CarrisMetropolitana 2781, CarrisMetropolitana 2811, CarrisMetropolitana 2813, CarrisMetropolitana 2817, CarrisMetropolitana 2818, CarrisMetropolitana 2821, CarrisMetropolitana 2830, CarrisMetropolitana 1703, CarrisMetropolitana 1709"
